Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Ajoitusperuste;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Main temper (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);;;;;;;Photoal ID 
BA;18010044;Askola;Järvensuo;KM;18947;9;6718000;3422300;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;43;17;7;kantakatkelma;;;;;;;KM 18947_9
BA;890010041;Utsjoki;Kenestupa;KM;18974;27;7733580;3503360;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;32;17;6;;;;kärkikatkelma;;;;;;;KM 18974_27
BA;680010008;Raisio;Tuomala;KM;19000;5514;6718440;3235246;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with curved butt;Rombikirves, käyrähamarainen;2;;FALSE;porfyyrinen diabaasi;;;;79;37;56;Löytynyt rautakautisen kalmiston alueelta. Samasta kohteesta myös kivikautisia kiviesineitä.;;;;;;;KM 19000_5514
BA;uusi 1442;Hämeenlinna;Lampaansalmi;KM;19387;;6794721;3372514;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;30;18;6;;;;;;;;;;;KM 19387
BA;148010037;Inari;Paatsjoen Luusua;KM;19428;121;7646500;3555240;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;;;;;;;;;;;KM 19428_121
BA;148010037;Inari;Paatsjoen Luusua;KM;19428;165;7646500;3555240;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;;;;kantakatkelma;;;;;;;KM 19428_165
BA;uusi 1460;Lapinlahti;Vanhapiha;KM;19580;;7039253;3513565;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;;48;20;8;;;;;;;;;;;KM 19580
BA;uusi 1530;Virolahti;Sepänpelto;KM;19896;;6712880;3539000;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, pentagonal;Rombikirves, viisisärmäinen;2;;FALSE;;161;50;42;;;;;;;;;;;KM 19896
BA;92010051;Vantaa;Maarinkunnas;KM;19992;457;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;27;16;6;;;;;;;;;;;KM 19992_457
BA;1000015758;Reisjärvi;Tiala;KM;20065;;7068768;3389034;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;57;21;8;;;;;;;;;;;KM 20065
BA;1000002888;Enontekiö;Pöyrisjärvi länsi;KM;20131;;7630052;3369319;430;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;49;21;8;;;;;;;;;;;KM 20131
BA;777010116;Suomussalmi;Putikka;KM;20374;2;7216165;3597431;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;;;;95;35;17;Veistä tai muuta pitkulaista terävää esinettä varten.;;;;;;;KM 20374_2
BA;777010117;Suomussalmi;Joenniemi;KM;20375;1;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Ananjino axe cast;;Valinmuotti, Ananjinon kirves;1;;FALSE;;;;;101;67;17;;;;;;;;KM 20375_1
BA;777010089;Suomussalmi;Salonsaari;KM;20376;2;7219890;3602427;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;;;;87;17;8;;;;;;;;KM 20376_2
BA;777010109;Suomussalmi;Vanha Kirkkosaari;KM;20394;3;7199467;3592457;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;90;28;9;;;;sidelovet kannassa;;;;;;;KM 20394_3
BA;777010114;Suomussalmi;Kukkosaari;KM;20400;24;7201478;3592642;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;TRUE;vuolukivi;100;64;15;;;;;;;;;;;KM 20400_24
BA;777010103;Suomussalmi;TB:n ranta;KM;20417;1;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Ananjino axe cast;;Valinmuotti, Ananjinon kirves;1;;TRUE;;72;63;6;;;;;;;;;;;KM 20417_1
BA;777010103;Suomussalmi;TB:n ranta;KM;20417;3;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;;63;49;7;;;;;;;;;;;KM 20417_3
BA;777010049;Suomussalmi;Maikonsärkkä;KM;20442;1;7236703;3615912;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Ananjino axe cast;;Valinmuotti, Ananjinon kirves;1;;TRUE;vuolukivi;105;82;62;20;;;Sidontauurteita kyljiässä ja kirveen kärkipäässä;;;;;;;KM 20442_1
BA;47010057;Enontekiö;Mustalompolo koillinen;KM;20469;1;7633240;3371040;420;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;28;13;4;kantakatkelma;;;;;;;KM 20469_1
BA;uusi 1627;Kajaani;Likolahti;KM;20478;;7133540;3547740;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;41;17;4;;;;kantakatkelma;;;;;;;KM 20478
BA;50010032;Eura;Luistari;KM;20552;10;6787882;3238661;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;diabaasi;;;;67;57;38;Löydetty rautakautista ja pronssikautista materiaalia sisältävän hautaröykkiön reunakehää vasten asetettujen laakakivien alta, kehän ulkopuolelta.;;;;;;;KM 20552_10
BA;734010025;Salo;Ketohaka;KM;20562;353;6705524;3287453;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;34;12;7;;;;;;;;;;;KM 20562_353
BA;777010114;Suomussalmi;Kukkosaari;KM;20806;1;7201478;3592642;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;99;22;7;;;;ruodollinen;;;;;;;KM 20806_1
BA;1000002807;Inari;Tuuruharju;KM;20864;;7673000;3508400;155;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;55;22;8;;;;;;;;;;;KM 20864_
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21018;18;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;60;14;6;hieman katkennut kärjestä;;;;;;;KM 21018_18
BA;777010085;Suomussalmi;Jalonniemi;KM;21034;1;7200199;3591001;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;117;52;21;;;;;;;;;;;KM 21034_1
BA;uusi 8395;Suomi;;KM;21436;53;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;1;;FALSE;musta liuske;145;51;33;;;;;;;;;;;KM 21436_53
BA;290040007;Kuhmo;Papinniemi;KM;21518;;7129529;3598792;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;87;13;6;;;;;;;;;;;KM 21518
BA;421040024;Lestijärvi;Sammalisniemi 1;KM;21539;2;7048427;3385018;140;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;85;25;7;;;;;;;;;;;KM 21539_2
BA;uusi 783;Virolahti;Metsäkuokka;KM;21625;;6721770;3543570;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;50;18;8;;;;;;;;;;;KM 21625
BA;890010001;Utsjoki;Ala-Jalve;KM;21749;6;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;50;23;8;;;;;;;;KM 21749_6
BA;890010001;Utsjoki;Ala-Jalve;KM;21749;7;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;48;29;9;kärkikatkelma;;;;;;;KM 21749_7
BA;410010004;Laukaa;Saraakallio I ja II;KM;21774;;6924000;3448340;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;sädekiviliuske;;;;17;15;5;keskikatkelma;;;;;;;KM 21774
BA;uusi 817;Utsjoki;Patoniva;KM;21835;1;7744645;3501043;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;20;15;4;kantakatkelma;;;;;;;KM 21835_1
BA;909040018;Kouvola;Tytärniemi;KM;21962;;6761570;3512560;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;41;17;5;;;;;;;;;;;KM 21962
BA;777010117;Suomussalmi;Joenniemi;KM;22003;;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;93;28;13;;;;Tehty ohutta, pitkulaista, kaksihaaraista esinettä varten (?);;;;;;;KM 22003
BA;426040042;Liperi;Koivukumpu;KM;22035;;6939736;3612519;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;musta liuske;47;16;7;;;;;;;;;;;KM 22035
BA;777010056;Suomussalmi;Mikonsärkkä;KM;22065;9;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;83;44;18;;;;;;;;;;;KM 22065_9
BA;Karjala 63;Sortavala;Helylä;KM;22245;2;6854619;3693827;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, pentagonal;Rombikirves, viisisärmäinen;1;;FALSE;;113;45;35;;;;;;;;;;;KM 22245_2
BA;148010013;Inari;Saamen museo / Vuopaja;KM;22443;72;7647620;3500800;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;;;;36;13;4;;;;;;;;KM 22443_72
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;164;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;50;41;8;Kantakatkelma;;;;;;;KM 22488_164
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;235;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;34;33;8;Sidelovet, kantakatkelma;;;;;;;KM 22488_235
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;645;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;14;12;4;Kantakatkelma;;;;;;;KM 22488_645
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;660;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;33;15;8;;;;;;;;;;;KM 22488_660
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;899;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;16;14;4;Kantakatkelma;;;;;;;KM 22488_899
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;900;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;29;24;7;Kantakatkelma;;;;;;;KM 22488_900
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;901;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;31;27;6;Kantakatkelma;;;;;;;KM 22488_901
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1158;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;27;15;6;Kantakatkelma;;;;;;;KM 22488_1158
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1511;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;26;21;7;Sidelovellinen, kantakatkelma;;;;;;;KM 22488_1511
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1512;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;29;15;5;Kantakatkelma;;;;;;;KM 22488_1512
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1755;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;?;;;;36;17;5;Kantakatkelma;;;;;;;KM 22488_1755
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1943;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;25;26;7;Kantakatkelma;;;;;;;KM 22488_1943
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;2084;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;15;19;5;Kantakatkelma;;;;;;;KM 22488_2084
BA;890010001;Utsjoki;Ala-Jalve;KM;22630;3;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;sarvikivi;;;;26;39;6;Kantakatkelma, sidelovellinen, kannassa karstaa;;;;;;;KM 22630_3
BA;uusi 8395;Suomi;;KM;22806;3;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;FALSE;;;;;81;29;27;;;;;;;;KM 22806_3
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;29;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;32;19;6;Kantakatkelma;;;;;;;KM 22841_29
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;95;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;44;16;6;Kantakatkelma;;;;;;;KM 22841_95
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;156;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;20;18;5;Kantakatkelma;;;;;;;KM 22841_156
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;189;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based jasper arrowhead;Jaspisnuolenkärki, tasakantainen;2;;FALSE;jaspis;;;;34;23;9;Kärkikatkelma;;;;;;;KM 22841_189
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;206;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;61;20;5;;;;Kanta numerossa 206, kärki numerossa 214;;;;;;;KM 22841_206
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;215;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;26;17;5;;;;;;;;KM 22841_215
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;229;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;2;;FALSE;kvartsiitti;100;30;8;;;;Kantaosa numerossa 300, kärkiosa numerossa 229;;;;;;;KM 22841_229
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;308;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based jasper arrowhead;Jaspisnuolenkärki, tasakantainen;1;;FALSE;jaspis;42;18;7;;;;;;;;;;;KM 22841_308
BA;148010350;Inari;Salosenniemi;KM;22868;14;7646380;3556300;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;21;19;3;;;;;;;;;;;KM 22868_14
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;262;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;22;17;6;Kantakatkelma;;;;;;;KM 22897_262
